CUSTOMER_ID	ARLO_NO	PRODUCT_ID	ITEM_NO	STOP_NO	DIST_QTY	LOCK_IND	LOCK_QTY	LOAD_DIST_IND
1038792,07,00020916,0007588,007,2,1,2,0
1038884,07,00020916,0007588,008,1,1,1,0
1037696,07,00021514,0007743,012,0,1,0,0
1038903,07,00022216,0008818,009,4,1,4,0
1034745,07,00022216,0008818,002,1,1,1,0
1028018,07,00022216,0008818,004,1,1,1,0
1039021,07,00022216,0008818,005,1,0,0,0
1038483,07,00022216,0008818,044,18,0,0,0
1028064,07,00022216,0008818,022,16,1,16,0
1028045,07,00022216,0008818,001,19,1,19,0
1037696,07,00022216,0008818,012,0,1,0,0
1038903,07,00027369,0002936,009,4,1,4,0
1034745,07,00027369,0002936,002,6,1,6,0
1038483,07,00027369,0002936,044,1,0,0,0
1028064,07,00027369,0002936,022,3,1,3,0
1028045,07,00027369,0002936,001,4,1,4,0
1038903,07,00028339,0003759,009,2,1,2,0
1034745,07,00028339,0003759,002,2,1,2,0
1028018,07,00028339,0003759,004,3,1,3,0
1039021,07,00028339,0003759,005,1,0,0,0
1034759,07,00028339,0003759,048,1,1,1,0
1038483,07,00028339,0003759,044,4,0,0,0
1028064,07,00028339,0003759,022,2,1,2,0
1028045,07,00028339,0003759,001,4,1,4,0
1038884,07,00028339,0003759,008,1,1,1,0
1037696,07,00028342,0003757,012,0,1,0,0
1038903,07,00028348,0003761,009,2,1,2,0
1034745,07,00028348,0003761,002,1,1,1,0
1028018,07,00028348,0003761,004,1,1,1,0
1038483,07,00028348,0003761,044,3,0,0,0
1028064,07,00028348,0003761,022,1,1,1,0
1028045,07,00028348,0003761,001,3,1,3,0
1037696,07,00028348,0003761,012,0,1,0,0
1038792,07,00030635,0006799,007,1,1,1,0
1037696,07,00030635,0006799,012,0,1,0,0
1039021,07,00032628,0001089,005,39,0,0,0
1037696,07,00032671,0001856,012,0,1,0,0
1038792,07,00033168,0002380,007,3,1,3,0
1037696,07,00033168,0002380,012,0,1,0,0
1037696,07,00033250,0002381,012,0,1,0,0
